Scope data saved by REW V5.31.3
Trigger channel:  CH1
Trigger edge:  Rising
Trigger position:  5.0 div
Trigger index:  57387.337859903426
Trigger level:  0.0 div
Trigger hysteresis:  0.1 div
Trigger holdoff:  0.0 s
Trigger mode:  Auto
Timebase:  0.02 s/div
Sample rate:  48000
Date:  Jul 4, 2025 11:42:06 AM
CH1 one volt :  0.595057461235839
CH1 scale:  0.05 V/div
CH1 vert offset:  0.0 div
CH1 DC offset:  0.0 V
CH1 horz offset:  -0.0 div
Time CH1 
0.0 0.023769736 
2.0833333333333333E-5 0.016888976 
4.1666666666666665E-5 0.009718657 
6.25E-5 0.0023792982 
8.333333333333333E-5 -0.0049927235 
1.0416666666666666E-4 -0.012292504 
1.25E-4 -0.019376874 
1.4583333333333332E-4 -0.026132703 
1.6666666666666666E-4 -0.03244126 
1.875E-4 -0.0381881 
2.0833333333333332E-4 -0.04329574 
2.2916666666666666E-4 -0.047656894 
2.5E-4 -0.051207066 
2.708333333333333E-4 -0.053877473 
2.9166666666666664E-4 -0.055625796 
3.125E-4 -0.05642855 
3.333333333333333E-4 -0.05626285 
3.5416666666666664E-4 -0.055141687 
3.75E-4 -0.05306983 
3.958333333333333E-4 -0.050096154 
4.1666666666666664E-4 -0.046265364 
4.375E-4 -0.04163742 
4.583333333333333E-4 -0.03631258 
4.7916666666666664E-4 -0.030363798 
5.0E-4 -0.023889303 
5.208333333333333E-4 -0.017005563 
5.416666666666666E-4 -0.009839654 
5.625E-4 -0.0025058985 
5.833333333333333E-4 0.004869938 
6.041666666666667E-4 0.012167811 
6.25E-4 0.019257903 
6.458333333333333E-4 0.026014924 
6.666666666666666E-4 0.032322764 
6.875E-4 0.03807378 
7.083333333333333E-4 0.04316759 
7.291666666666666E-4 0.047531486 
7.5E-4 0.051090717 
7.708333333333333E-4 0.05376196 
7.916666666666666E-4 0.05550611 
8.125E-4 0.05631137 
8.333333333333333E-4 0.056144357 
8.541666666666666E-4 0.055021763 
8.75E-4 0.05296445 
8.958333333333333E-4 0.049986362 
9.166666666666666E-4 0.04614806 
9.375E-4 0.041525364 
9.583333333333333E-4 0.03619802 
9.791666666666666E-4 0.030246854 
0.001 0.023769617 
0.0010208333333333332 0.016894221 
0.0010416666666666667 0.009719491 
0.0010624999999999999 0.002391696 
0.0010833333333333333 -0.0049881935 
0.0011041666666666667 -0.012288213 
0.001125 -0.019368887 
0.0011458333333333333 -0.026124716 
0.0011666666666666665 -0.032440424 
0.0011875 -0.03817749 
0.0012083333333333334 -0.043286085 
0.0012291666666666666 -0.047655344 
0.00125 -0.05120921 
0.0012708333333333332 -0.053876758 
0.0012916666666666667 -0.055622578 
0.0013124999999999999 -0.056425333 
0.0013333333333333333 -0.056261778 
0.0013541666666666667 -0.05513835 
0.001375 -0.053072333 
0.0013958333333333333 -0.05009806 
0.0014166666666666666 -0.046265364 
0.0014375 -0.041644335 
0.0014583333333333332 -0.03631103 
0.0014791666666666666 -0.030359387 
0.0015 -0.02388835 
0.0015208333333333332 -0.017004848 
0.0015416666666666667 -0.009833813 
0.0015624999999999999 -0.0025070906 
0.0015833333333333333 0.0049282312 
0.0016041666666666667 0.012309909 
0.001625 0.019476533 
0.0016458333333333333 0.026322007 
0.0016666666666666666 0.0326972 
0.0016875 0.03853047 
0.0017083333333333332 0.043696284 
0.0017291666666666666 0.048104644 
0.00175 0.05169916 
0.0017708333333333332 0.05440533 
